name,vtable,scope,status,linked_receiver_opcodes,linked_request_opcodes,validation_plan_id,offline_next,runtime_scenario,negative_control,pass_criterion
Nuo::Composite::Action_TintTo,0129a51c,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_TextColorTo,0129a538,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_ScaleBy,0129a554,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_RotateTo,0129a570,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_SizeTo,0129a58c,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_TextureSizeTo,0129a5a8,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_AnimAttr1f,0129a5c4,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_CallbackContinuous,0129a5e0,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action_DispatchEvent,0129a5fc,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::Action,0129b034,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
Nuo::Composite::ActionManager,0129b7e4,기타 관련 기반/연출/UI/플랫폼 클래스,현재 opcode 미연결; 사용 안 함을 뜻하지 않음,,,V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.
